customer_id,kyc_refresh_due_date,aml_risk_rating,pep_status_flag,crs_tax_residency,fatca_classification,updated_at
8e92c63a-81c3-4284-9f0a-c80aa7d6c273,2027-03-30,Low,false,SY,Compliant,2026-02-20T10:56:27.077Z
fbef6713-2404-4b3e-a5ed-afffb950c659,2027-01-24,Medium,false,NC,Compliant,2026-02-20T10:56:27.077Z
a8e4539d-7f4f-4794-a1b7-28f24d3c8e9b,2026-03-16,Low,false,KZ,Compliant,2026-02-20T10:56:27.077Z
186053eb-8b1c-4262-b4a4-f71071db569a,2026-03-17,Low,false,TT,Compliant,2026-02-20T10:56:27.077Z
102c3461-ca35-4425-8f4f-f1f0602cafd8,2027-11-15,Low,false,IS,Compliant,2026-02-20T10:56:27.077Z
90a73157-105d-43b5-bbb1-1dc265b79fd3,2027-05-11,Low,false,LC,Compliant,2026-02-20T10:56:27.077Z
2f1b3f1c-d9b8-4b61-bf6a-4bbce95e9bc2,2028-01-30,High,false,JE,Compliant,2026-02-20T10:56:27.077Z
f6c437bf-a974-4af1-bb61-6538a48b207a,2027-12-16,High,false,MK,Compliant,2026-02-20T10:56:27.077Z
1f3aecaa-f0cf-4bea-92c4-028bf8375dfd,2026-09-25,High,false,MX,Compliant,2026-02-20T10:56:27.077Z
baa1dee5-1059-4caa-a0b7-b4d7e26dc2a9,2027-09-01,High,false,IE,Compliant,2026-02-20T10:56:27.077Z
5a2025d7-121b-44c4-a5e4-397150c5a430,2027-09-30,High,false,WF,Compliant,2026-02-20T10:56:27.077Z
626acd89-60b4-45b2-b14c-2ae7c2ca0b2f,2027-02-03,Low,false,TT,Compliant,2026-02-20T10:56:27.077Z
3260edcb-55b6-441c-9ec1-73bc26889739,2026-07-25,Low,false,CF,Compliant,2026-02-20T10:56:27.077Z
f8dd0a5b-83fc-45ed-b6e1-6709f45c3b1b,2026-12-20,Medium,false,NF,Compliant,2026-02-20T10:56:27.077Z
6534fe86-b66a-4d44-8feb-dabcc9e6a50f,2027-06-06,Low,false,HT,Compliant,2026-02-20T10:56:27.077Z
2e9930e6-1882-4a83-b10b-6c51f851724b,2026-08-06,High,false,TL,Compliant,2026-02-20T10:56:27.078Z
e05844f1-9b8d-4838-a31b-4cf7c41ab808,2026-12-31,High,false,HT,Compliant,2026-02-20T10:56:27.078Z
0e499635-4e29-4266-8b39-781230093a3c,2026-07-30,High,false,NO,Compliant,2026-02-20T10:56:27.078Z
c8eb8c62-48ef-40b9-a4c6-0e08d2eaac1a,2027-09-22,Medium,false,RS,Compliant,2026-02-20T10:56:27.078Z
f7a4f0c2-0d91-4f56-85ef-9ec94c0748c3,2027-05-17,Medium,false,LC,Compliant,2026-02-20T10:56:27.078Z
aa955a12-8345-486c-b7be-aff404110a1d,2027-03-25,Medium,false,GS,Compliant,2026-02-20T10:56:27.078Z
a70430b8-8b73-4d66-9a3c-cb935f612400,2026-08-21,Medium,false,ER,Compliant,2026-02-20T10:56:27.078Z
dfd1d976-a466-4822-bdfb-e1958f1b0414,2027-12-04,High,false,SY,Compliant,2026-02-20T10:56:27.078Z
03a94346-e749-45ce-80e8-349069ffc525,2027-11-26,High,false,GT,Compliant,2026-02-20T10:56:27.078Z
9b2e9e36-97f1-4fe4-9400-8c04fc5380e0,2026-07-22,High,false,HK,Compliant,2026-02-20T10:56:27.078Z
bcb9c174-4893-460e-a05d-2839d713f9fd,2027-01-07,Medium,false,HU,Compliant,2026-02-20T10:56:27.078Z
142a52d2-a998-4193-aba1-feaa98110105,2026-11-04,Low,false,LI,Compliant,2026-02-20T10:56:27.078Z
e3c24a6c-6992-420b-9b01-5b87b2378be2,2027-05-27,Medium,false,BR,Compliant,2026-02-20T10:56:27.078Z
ce1f580b-c96c-4a05-ae41-f155d6e2a1c2,2026-07-05,High,false,MK,Compliant,2026-02-20T10:56:27.078Z
969843bf-427b-4c81-af82-c0d5cd1446a1,2026-12-09,Low,false,KM,Compliant,2026-02-20T10:56:27.078Z
8b124b33-f0c7-49a6-8b54-0bd42f8fc92c,2027-07-19,Low,false,HN,Compliant,2026-02-20T10:56:27.078Z
8bf938a4-1d1d-4538-ad5b-d4851bd8e960,2026-12-27,Low,false,AD,Compliant,2026-02-20T10:56:27.078Z
493f43e4-5057-45ef-ba2f-f4b179c0017e,2027-07-01,Low,false,PW,Compliant,2026-02-20T10:56:27.078Z
73b8ee33-7101-4d61-adae-1e403e61166f,2026-09-12,Medium,false,SC,Compliant,2026-02-20T10:56:27.078Z
daead281-d787-4578-adec-760f12295587,2027-12-19,High,false,HK,Compliant,2026-02-20T10:56:27.078Z
aaf4c024-320e-4da7-9f59-e7663fef708e,2027-02-19,Low,false,DJ,Compliant,2026-02-20T10:56:27.078Z
74ee21c8-c7e6-4981-a401-c72d9ff30c60,2027-11-18,Low,false,MU,Compliant,2026-02-20T10:56:27.078Z
67331617-f427-43b6-9021-6b8fe838912e,2026-11-26,Low,false,BR,Compliant,2026-02-20T10:56:27.078Z
3636fc4b-40ac-497c-bcb8-b6f1dd82f4a8,2027-04-10,Medium,false,LA,Compliant,2026-02-20T10:56:27.078Z
55b06e2d-690b-4289-bcda-b7055fad046f,2027-07-14,Medium,true,NP,Compliant,2026-02-20T10:56:27.078Z
e83f190d-07a8-421b-a91b-a6a4aa3d1894,2027-10-08,Low,false,QA,Compliant,2026-02-20T10:56:27.078Z
dba43f41-0cde-4e56-96e1-187b67a294fe,2027-01-08,Low,false,EC,Compliant,2026-02-20T10:56:27.078Z
79d54a14-2663-4b21-95c6-f9767e64f0f9,2027-11-11,Low,false,BH,Compliant,2026-02-20T10:56:27.078Z
d5b784b2-0ae0-4383-a9a7-bdf4b2f47cdc,2027-11-28,Low,false,TC,Compliant,2026-02-20T10:56:27.078Z
894f70db-6054-47d6-b8e5-a7e4ff884e94,2026-06-18,Medium,false,NF,Compliant,2026-02-20T10:56:27.078Z
441bc234-462f-41ec-b99d-c873146b7c71,2027-12-25,Low,false,LK,Compliant,2026-02-20T10:56:27.079Z
7f38efab-d00a-4440-9c5b-29c78a037dc9,2027-07-11,Low,true,GN,Compliant,2026-02-20T10:56:27.079Z
2e2cbf50-1f23-4168-b750-a290f4f865f7,2026-11-19,Low,false,BB,Compliant,2026-02-20T10:56:27.079Z
736a357d-af69-443b-b514-0b3394bf776c,2027-05-08,Medium,false,SG,Compliant,2026-02-20T10:56:27.079Z
708d5794-8b70-4fcd-9ebb-f6ccbb7d1f25,2026-03-23,High,false,DJ,Compliant,2026-02-20T10:56:27.079Z
fd7d7a2f-f639-4a5f-8ce5-0adbe6bf4f82,2027-05-23,High,false,NP,Compliant,2026-02-20T10:56:27.079Z
64aa6a46-8467-44ed-bd92-a216a5e5fb3a,2027-06-28,Low,false,BW,Compliant,2026-02-20T10:56:27.080Z
860f3208-228a-4500-b5f8-7efff78f52f6,2026-03-12,High,false,MX,Compliant,2026-02-20T10:56:27.080Z
92174d26-ccf4-4e02-885a-f14bd839e1d6,2026-10-02,Medium,false,ET,Compliant,2026-02-20T10:56:27.080Z
bac88119-b169-4349-9643-0c0d91478019,2026-04-05,High,false,MN,Compliant,2026-02-20T10:56:27.080Z
b031c018-21c6-4b4e-a47b-520e4ea60217,2026-12-03,Low,false,FO,Compliant,2026-02-20T10:56:27.080Z
b12df3e1-6fd0-4188-bf58-3ccbf6d7534c,2027-05-04,High,false,LU,Compliant,2026-02-20T10:56:27.080Z
f3733d04-9250-4eac-925f-5c04f603ed54,2026-08-31,High,false,MD,Compliant,2026-02-20T10:56:27.080Z
d9257907-1191-45d9-9668-7742f21740e1,2026-12-24,High,false,AS,Compliant,2026-02-20T10:56:27.080Z
83ffae82-19a5-4979-8e5a-b39c1a4dce9b,2026-06-19,High,false,LI,Compliant,2026-02-20T10:56:27.080Z
339d798b-de7b-45b1-a87e-73d978124ff5,2026-05-20,High,false,SO,Compliant,2026-02-20T10:56:27.080Z
0f3841cc-c5c0-485e-ac86-e5a154b538af,2026-03-19,Medium,false,NR,Compliant,2026-02-20T10:56:27.080Z
b16216be-eb27-4d4d-822e-8f92c6097d97,2027-01-18,Low,false,GG,Compliant,2026-02-20T10:56:27.080Z
1666e298-ffa1-43a4-94dc-801f5c48a43b,2027-04-04,Medium,false,PG,Compliant,2026-02-20T10:56:27.080Z
6c2ed01b-6811-4740-9186-53e071ead270,2026-09-24,Low,false,NG,Compliant,2026-02-20T10:56:27.080Z
3d342fe0-9163-452e-952f-f9d26421efa8,2026-08-27,High,true,MF,Compliant,2026-02-20T10:56:27.080Z
7164f491-7e96-4e5a-9fbd-67b6907a628e,2026-03-22,High,false,GU,Compliant,2026-02-20T10:56:27.080Z
4bad063a-d546-4d5e-a334-d5b4f90f7f88,2027-09-06,Low,false,LK,Compliant,2026-02-20T10:56:27.080Z
52c37825-7c95-4101-9f66-17082e703daf,2026-09-15,Medium,false,FM,Compliant,2026-02-20T10:56:27.080Z
5f088370-09fa-4bff-b834-bea1eb58160b,2026-10-31,High,false,GF,Compliant,2026-02-20T10:56:27.080Z
2fc25350-5893-4403-abeb-a0e389fc3c4a,2026-05-16,Low,false,GQ,Compliant,2026-02-20T10:56:27.080Z
7a8d751d-2e02-4a53-8b7c-83896d716241,2026-03-26,High,false,MV,Compliant,2026-02-20T10:56:27.080Z
a7c10708-2e97-4d9e-9aff-e1bb2b3f5a31,2028-01-09,Low,false,IM,Compliant,2026-02-20T10:56:27.080Z
2f181c90-3f61-4651-8332-ae01dad1d91f,2026-09-15,Medium,false,TG,Compliant,2026-02-20T10:56:27.080Z
ad3f105f-06fa-4039-b15d-96e534d62a7b,2026-02-24,Low,false,MZ,Compliant,2026-02-20T10:56:27.080Z
19d8ce2e-30ca-456b-9e31-e67220d4f709,2026-06-07,Medium,false,SY,Compliant,2026-02-20T10:56:27.080Z
ec54c245-1bdd-4639-8ec1-bb9a05fcba8a,2026-09-19,High,false,MK,Compliant,2026-02-20T10:56:27.080Z
3690f32f-f050-4a24-aea2-c1493d263f24,2027-12-17,High,false,SE,Compliant,2026-02-20T10:56:27.080Z
d6236b89-d07a-48b9-89a5-dfd00a837167,2026-09-21,Medium,false,ZA,Compliant,2026-02-20T10:56:27.080Z
8f2f038f-7abf-43c2-bb2f-4548edabc9cb,2027-05-15,Low,false,BB,Compliant,2026-02-20T10:56:27.080Z
ec240db7-1309-4ba8-bc8b-558b96840c31,2026-11-12,Medium,false,IR,Compliant,2026-02-20T10:56:27.080Z
ec5e8281-7f58-476a-8351-48616d88dda6,2027-02-28,Medium,false,KW,Compliant,2026-02-20T10:56:27.080Z
14e84699-a2d1-4f05-9602-1caf5328fcf0,2027-02-15,High,false,TM,Compliant,2026-02-20T10:56:27.080Z
e58b33d4-1e34-4dba-af73-4c2ea9e75136,2027-08-18,Medium,false,AQ,Compliant,2026-02-20T10:56:27.080Z
e7fbdc8e-4649-4e5b-be10-c45687a9e38f,2026-06-20,Medium,false,SG,Compliant,2026-02-20T10:56:27.080Z
2872a4b2-cd5f-473d-8262-aff3fc3f4e0e,2026-06-29,Low,false,IN,Compliant,2026-02-20T10:56:27.080Z
1fd328cd-cfe5-419b-af59-d44b58b350b3,2026-07-04,Medium,true,JM,Compliant,2026-02-20T10:56:27.080Z
cafd3685-819f-4e6c-86da-3fa406b920a4,2026-11-07,Low,false,NC,Compliant,2026-02-20T10:56:27.080Z
f6ce61b8-c560-42cd-8209-31bb2baa4193,2027-09-18,High,false,TK,Compliant,2026-02-20T10:56:27.080Z
5bb8df37-8e21-4354-8460-91d5fb3a0eb3,2026-06-13,Medium,false,IQ,Compliant,2026-02-20T10:56:27.080Z
5fd5883f-bb3f-4797-9f80-5aa08e9c34a3,2026-08-08,Medium,false,NG,Compliant,2026-02-20T10:56:27.080Z
ae6d5fa8-1420-46e7-8051-002ffb1926fd,2027-12-20,High,false,IR,Compliant,2026-02-20T10:56:27.080Z
8f685876-9daa-43d3-aa8d-2a0d5d868ce6,2026-11-28,Medium,false,UY,Compliant,2026-02-20T10:56:27.080Z
e449c29d-c9b8-4ff2-b7cc-ae2c98f44515,2027-08-10,Low,false,MG,Compliant,2026-02-20T10:56:27.081Z
8083dfcc-4d75-4908-b85f-7f7a0ef9a803,2027-03-11,High,false,PY,Compliant,2026-02-20T10:56:27.081Z
15e8b7d5-84d7-4173-b9cd-89dec27aa14c,2027-03-13,Low,false,MO,Compliant,2026-02-20T10:56:27.081Z
bef66ee2-3094-4646-8a84-145a6dcf8372,2027-12-27,Low,false,TM,Compliant,2026-02-20T10:56:27.081Z
1700b6ad-fd62-4e6e-af1d-d383adf2411e,2027-12-09,High,false,BH,Compliant,2026-02-20T10:56:27.081Z
76dccfbe-f2e8-4656-8be9-7a7b27630f66,2026-09-26,Medium,false,DO,Compliant,2026-02-20T10:56:27.081Z
99a12dbd-a829-4a94-b491-4394994156ef,2027-11-27,High,false,LT,Compliant,2026-02-20T10:56:27.081Z
4affc747-d5bd-41ba-bf14-10d467b86c40,2026-08-09,High,false,KW,Compliant,2026-02-20T10:56:27.081Z
c3d56b5c-82db-4e1c-b091-f951ec6ddb03,2026-08-31,Medium,false,EH,Compliant,2026-02-20T10:56:27.081Z
d27bd871-696d-46e1-8be1-c9740d0ad41f,2027-03-20,High,false,DE,Compliant,2026-02-20T10:56:27.081Z
f067c8b6-aae0-4356-a9a4-05aceee954e2,2026-03-17,Low,false,ST,Compliant,2026-02-20T10:56:27.081Z
b9605410-ab6b-49fb-8afd-1b5c0d92039a,2026-06-23,Low,false,CA,Compliant,2026-02-20T10:56:27.081Z
ed7f6f25-0d67-40b7-9f97-935fcac56023,2026-09-13,Low,false,AO,Compliant,2026-02-20T10:56:27.081Z
257756d7-6a4a-4c94-a483-9e37b803670b,2027-02-06,High,false,BQ,Compliant,2026-02-20T10:56:27.081Z
ce9a9568-aa45-46c9-b8e4-5c0944222119,2026-02-23,Low,false,TC,Compliant,2026-02-20T10:56:27.081Z
095a1dd5-c5e0-42d2-b96d-5926f3996d3c,2026-11-04,Low,false,MN,Compliant,2026-02-20T10:56:27.081Z
1a484220-14e9-4665-b4fd-f1713f1a7393,2026-08-16,Medium,false,TW,Compliant,2026-02-20T10:56:27.081Z
da7c8418-3670-4f06-98b0-2e4742cf8b7f,2026-04-22,High,false,TF,Compliant,2026-02-20T10:56:27.081Z
984562c7-0afc-4d73-98e9-37a1ab9f5c15,2027-11-18,Medium,false,KY,Compliant,2026-02-20T10:56:27.081Z
afc0cd5f-bc9b-4bee-be53-d62e9649134e,2027-07-18,High,false,BZ,Compliant,2026-02-20T10:56:27.081Z
4a152c4c-c98b-44db-ac8c-7b54c7d679d3,2026-03-30,Medium,false,CI,Compliant,2026-02-20T10:56:27.081Z
7bb10191-3855-49e3-b82f-1573253bea56,2026-06-24,High,false,BA,Compliant,2026-02-20T10:56:27.081Z
b1c43c0d-ea18-4bd1-b7c2-e0274a282205,2026-09-28,Low,false,CZ,Compliant,2026-02-20T10:56:27.081Z
69316ca4-101a-46e0-a910-988c4762cbde,2027-07-29,High,false,VC,Compliant,2026-02-20T10:56:27.081Z
2c273718-2f39-40dd-a296-36fe39eddc6a,2026-03-21,Medium,true,FI,Compliant,2026-02-20T10:56:27.081Z
b04c18c2-983c-4013-949f-bba5acedfda8,2026-03-11,Low,false,WS,Compliant,2026-02-20T10:56:27.081Z
3a2c5d80-1fbc-4386-b346-0aa031dacb40,2027-06-05,Medium,false,SA,Compliant,2026-02-20T10:56:27.081Z
c2125897-624c-4699-9d9d-362ccd708c85,2027-08-14,Medium,false,PK,Compliant,2026-02-20T10:56:27.081Z
51071850-15e9-459c-8ebc-d472b2721230,2026-08-23,High,false,CZ,Compliant,2026-02-20T10:56:27.081Z
ec94498a-5568-4893-95e4-36e1ce9b6097,2026-12-06,High,false,DZ,Compliant,2026-02-20T10:56:27.081Z
49b7ebae-d606-4582-9e8a-30d13d0b8f17,2027-05-04,Medium,false,BS,Compliant,2026-02-20T10:56:27.081Z
818a62c7-0b9e-46ea-83be-10216016cf53,2026-04-29,High,false,AW,Compliant,2026-02-20T10:56:27.081Z
9cf2b15e-3b13-436b-ad3f-3d929c3202c8,2026-03-06,Low,false,BI,Compliant,2026-02-20T10:56:27.081Z
a405bd5e-f8b9-45b5-94a6-d79a82350d80,2026-08-19,Medium,false,CH,Compliant,2026-02-20T10:56:27.081Z
9b8f469a-7464-4d71-9d43-515694795a6e,2027-12-06,High,false,AD,Compliant,2026-02-20T10:56:27.081Z
4217e618-bcbb-4e35-87de-31619dabafac,2026-12-19,High,false,HT,Compliant,2026-02-20T10:56:27.081Z
27d3e785-21eb-445e-a857-e5a8b6560b7a,2026-11-26,Medium,false,PH,Compliant,2026-02-20T10:56:27.081Z
00520628-9ddf-4f36-b1f2-2cbfa442c9cf,2026-04-23,Medium,false,CZ,Compliant,2026-02-20T10:56:27.081Z
71d9de76-74f4-4ff6-8988-08479815ba97,2026-09-13,Low,false,ZW,Compliant,2026-02-20T10:56:27.081Z
66be7a99-889d-436e-8072-e5a28952c388,2027-09-26,High,false,PY,Compliant,2026-02-20T10:56:27.081Z
f40c685b-e390-4f16-9b31-c674bdf9fc21,2026-11-02,Low,false,BD,Compliant,2026-02-20T10:56:27.081Z
116e7edb-7a4a-428d-b658-485a15aeb5a1,2027-11-17,Low,false,VN,Compliant,2026-02-20T10:56:27.081Z
9691d4b7-ebea-475a-9f6c-f78e24884fac,2026-06-12,Medium,false,SK,Compliant,2026-02-20T10:56:27.081Z
688cae7b-fc7f-4388-b0af-2495578cb600,2027-12-27,High,false,WF,Compliant,2026-02-20T10:56:27.081Z
a97e52e3-8652-4e62-b2f1-b8c3d28831ac,2027-07-05,Low,false,BD,Compliant,2026-02-20T10:56:27.081Z
a139a377-cfc0-44e2-80fd-edf7a35c50cc,2026-07-17,Medium,false,GE,Compliant,2026-02-20T10:56:27.081Z
0fe2a96a-f05a-400d-b445-63aec48c210b,2027-12-16,Low,false,PT,Compliant,2026-02-20T10:56:27.081Z
81b71999-407b-4cc9-ab8e-e281b3b9b69b,2027-06-17,Medium,false,JE,Compliant,2026-02-20T10:56:27.081Z
4d1b7b11-3977-47e7-be7b-6716c610d938,2027-04-07,Medium,false,CA,Compliant,2026-02-20T10:56:27.081Z
0e24e9c0-78e3-40eb-90d3-75c0f307142a,2027-10-05,Medium,false,BL,Compliant,2026-02-20T10:56:27.082Z
508506eb-a7c6-4e58-92e5-196281d96711,2026-04-20,Medium,false,AR,Compliant,2026-02-20T10:56:27.082Z
e9e6f76a-8d81-401c-812a-7d20a3f51b2d,2028-01-13,Low,false,KZ,Compliant,2026-02-20T10:56:27.082Z
59e0a7c0-eb8b-4e70-8dc3-c53f28f7c41e,2027-07-07,High,false,BG,Compliant,2026-02-20T10:56:27.082Z
da1afa34-6fb8-4c56-b770-73401f5c3dc9,2026-09-09,High,false,SH,Compliant,2026-02-20T10:56:27.082Z
506f9476-32e6-4b08-903f-47f8fc984c44,2027-12-24,Medium,false,UZ,Compliant,2026-02-20T10:56:27.082Z
