account_id,customer_id,product_type,product_name,currency_code,current_balance,account_status,created_at
7f7e249f-d119-4c7f-a1f4-63d4940a4564,1cfd9d56-34e2-4a58-9a47-cf4c3e6744a5,Savings,Savings Account,USD,408012,dormant,2026-02-20T10:56:27.075Z
0ae041e1-d24b-4e5c-a997-cccade5de2d8,4680ca1a-47f4-43ff-8fb9-17c349ca3869,Checking,Checking Account,USD,23210,dormant,2026-02-20T10:56:27.075Z
20dd3157-b7d8-4938-9929-92908b8dffd0,4680ca1a-47f4-43ff-8fb9-17c349ca3869,Investment,Investment Account,USD,436800,dormant,2026-02-20T10:56:27.075Z
eca77ba3-cdd5-4a6b-92a0-d036a49a00f4,4680ca1a-47f4-43ff-8fb9-17c349ca3869,Credit Card,Credit Card Account,USD,-477971,active,2026-02-20T10:56:27.075Z
a94f609c-8fd0-42e5-851d-1a75525b21ae,4680ca1a-47f4-43ff-8fb9-17c349ca3869,Mortgage,Mortgage Account,USD,-180252,active,2026-02-20T10:56:27.075Z
810fa3e7-4051-44ae-a806-1bd7eb302f81,a4f4d7c7-703c-488c-a393-4274dfefdf94,Investment,Investment Account,USD,23147,dormant,2026-02-20T10:56:27.075Z
07851098-2e6c-4167-bce1-c93c22a5e358,dc2ad9db-7872-4099-8b3d-921443e095c3,Investment,Investment Account,USD,38059,dormant,2026-02-20T10:56:27.075Z
1d44814f-6ecd-48f1-bd06-a7c7cdaf4781,dc2ad9db-7872-4099-8b3d-921443e095c3,Investment,Investment Account,USD,37630,active,2026-02-20T10:56:27.075Z
156a0365-26e7-4082-857c-86d2b3e5c45e,dc2ad9db-7872-4099-8b3d-921443e095c3,Savings,Savings Account,USD,24090,active,2026-02-20T10:56:27.075Z
be0e3327-8938-44ae-adba-a7d057a11c02,dc2ad9db-7872-4099-8b3d-921443e095c3,Savings,Savings Account,USD,10438,active,2026-02-20T10:56:27.075Z
a236fbf2-2fc4-4568-a0f1-cce021096f1b,af2f24d1-cc8d-4b25-8809-02a1c5c25bea,Mortgage,Mortgage Account,USD,-406032,dormant,2026-02-20T10:56:27.075Z
8be4e9c9-a76b-4889-8d41-17351baae396,af2f24d1-cc8d-4b25-8809-02a1c5c25bea,Savings,Savings Account,USD,2986476,dormant,2026-02-20T10:56:27.075Z
a4791d4e-60dd-4ae4-9416-20d920c7306e,9bf65fc5-bd84-46a6-b8ac-1eadfd90a0b2,Checking,Checking Account,USD,1126230,dormant,2026-02-20T10:56:27.075Z
f24e4842-3475-4fcc-bd42-accb30c11a41,9bf65fc5-bd84-46a6-b8ac-1eadfd90a0b2,Savings,Savings Account,USD,2510602,dormant,2026-02-20T10:56:27.075Z
bd62abfa-6ce4-4761-880e-ffce8bdc3b87,9bf65fc5-bd84-46a6-b8ac-1eadfd90a0b2,Savings,Savings Account,USD,2100893,active,2026-02-20T10:56:27.075Z
094c73a4-457a-48f4-b0dc-225fd7af5061,110107bc-1f87-4507-aa4a-cfd0f1c95f8a,Mortgage,Mortgage Account,USD,-126916,active,2026-02-20T10:56:27.075Z
3ac4228a-a5e0-417d-8f8a-2ab2fb992c0f,110107bc-1f87-4507-aa4a-cfd0f1c95f8a,Checking,Checking Account,USD,28481,dormant,2026-02-20T10:56:27.075Z
586e6356-b4af-43de-bdf0-12dd45282736,110107bc-1f87-4507-aa4a-cfd0f1c95f8a,Investment,Investment Account,USD,7470,dormant,2026-02-20T10:56:27.075Z
13ded536-3dba-4da1-a2f4-575940c2e37a,5f74a18c-d8b8-4324-b229-1fac78ab0f52,Credit Card,Credit Card Account,USD,-429504,active,2026-02-20T10:56:27.075Z
111fe281-b9b9-4a50-90fd-d7e4c3c088ba,5f74a18c-d8b8-4324-b229-1fac78ab0f52,Mortgage,Mortgage Account,USD,-233318,active,2026-02-20T10:56:27.075Z
cdea3e7b-68bf-46d9-9a4d-a29ff3513441,5f74a18c-d8b8-4324-b229-1fac78ab0f52,Checking,Checking Account,USD,6499,active,2026-02-20T10:56:27.075Z
16a32f25-230b-4c52-99cf-2bf3db8c69f3,5f74a18c-d8b8-4324-b229-1fac78ab0f52,Credit Card,Credit Card Account,USD,-183629,active,2026-02-20T10:56:27.075Z
3f63faa1-b314-48a8-a759-5e5d7129edb2,e49a9d99-ef57-41d1-bb8c-14102c2b9e31,Credit Card,Credit Card Account,USD,-257645,active,2026-02-20T10:56:27.075Z
9a8189cb-84cd-4f37-aa1c-e88ad3be1237,e49a9d99-ef57-41d1-bb8c-14102c2b9e31,Savings,Savings Account,USD,13214,dormant,2026-02-20T10:56:27.075Z
ceb54579-28a6-4e54-9c5f-20a9bc0d7009,3be0cacb-efef-4761-a308-23b961910bb8,Investment,Investment Account,USD,9259,active,2026-02-20T10:56:27.075Z
964be9d5-b1e6-4068-8591-5e20a05044f8,3be0cacb-efef-4761-a308-23b961910bb8,Investment,Investment Account,USD,47459,dormant,2026-02-20T10:56:27.075Z
5aa6666d-f422-4280-b05d-b9e381f78933,91d54204-1596-4ed7-9d9f-30ff86e3015f,Credit Card,Credit Card Account,USD,-308247,dormant,2026-02-20T10:56:27.075Z
cfc523b2-5ac8-4bb6-a102-f1dc2be3786d,91d54204-1596-4ed7-9d9f-30ff86e3015f,Checking,Checking Account,USD,13609,active,2026-02-20T10:56:27.075Z
d8cc3251-78da-4da8-b3db-fcf40cbd6190,1b6b8ed7-0157-4b0d-9bd6-965604c6beb3,Mortgage,Mortgage Account,USD,-313064,dormant,2026-02-20T10:56:27.075Z
f07a3f6e-98b4-45e7-bc79-21d2615a58eb,3068167b-dc4f-4cc4-ba87-d2eb96adb4b5,Credit Card,Credit Card Account,USD,-316436,dormant,2026-02-20T10:56:27.075Z
67e76b4f-35ed-4a4d-9433-de3c70791720,52f5c3bc-a80b-40c6-bee9-7be1cc132bca,Credit Card,Credit Card Account,USD,-89837,active,2026-02-20T10:56:27.075Z
fa06ec3f-2315-4544-9c97-21a8e0f8c0a5,52f5c3bc-a80b-40c6-bee9-7be1cc132bca,Mortgage,Mortgage Account,USD,-492665,active,2026-02-20T10:56:27.075Z
4f6141ff-9fc9-4bd2-94aa-5b5702bdbde6,52f5c3bc-a80b-40c6-bee9-7be1cc132bca,Credit Card,Credit Card Account,USD,-438935,active,2026-02-20T10:56:27.075Z
410628f8-edca-4be1-a713-37e71db64c3d,2bd137c5-ee44-42a2-b963-e8de7dfe28bf,Checking,Checking Account,USD,4312928,active,2026-02-20T10:56:27.076Z
4ea12396-584b-491d-ba1d-1cad7c3a81eb,2bd137c5-ee44-42a2-b963-e8de7dfe28bf,Credit Card,Credit Card Account,USD,-135679,active,2026-02-20T10:56:27.076Z
70a466e5-11b3-4137-98fe-a1f20a1f18fe,2bd137c5-ee44-42a2-b963-e8de7dfe28bf,Checking,Checking Account,USD,3524414,dormant,2026-02-20T10:56:27.076Z
fe3de3bf-e287-4c83-9a68-e1f8e051b374,2bd137c5-ee44-42a2-b963-e8de7dfe28bf,Savings,Savings Account,USD,2146349,dormant,2026-02-20T10:56:27.076Z
a38fa9a5-2c97-45f2-80ab-0050bc997c1f,345cdce7-9609-4b69-808f-ccb7695d145a,Savings,Savings Account,USD,36933,dormant,2026-02-20T10:56:27.076Z
e7fc47ae-b9aa-4189-af8e-98532c03fe0d,345cdce7-9609-4b69-808f-ccb7695d145a,Investment,Investment Account,USD,25039,dormant,2026-02-20T10:56:27.076Z
03cb4fae-57c7-4511-a36e-0249b43640c0,345cdce7-9609-4b69-808f-ccb7695d145a,Checking,Checking Account,USD,16766,dormant,2026-02-20T10:56:27.076Z
ee4fd8b0-e295-4e0b-9db1-53f3f1129e2e,345cdce7-9609-4b69-808f-ccb7695d145a,Savings,Savings Account,USD,16745,active,2026-02-20T10:56:27.076Z
ee95203f-5fe4-4e8d-81f7-8c1e6da56e50,c0bd13ac-5409-4788-81b4-93a4479fad8b,Mortgage,Mortgage Account,USD,-70153,active,2026-02-20T10:56:27.076Z
3749574e-4095-4721-b627-e3bebb7aad97,c0bd13ac-5409-4788-81b4-93a4479fad8b,Savings,Savings Account,USD,22436,dormant,2026-02-20T10:56:27.076Z
6a779ed2-09be-4751-af5c-23b4c5493d5e,c0bd13ac-5409-4788-81b4-93a4479fad8b,Credit Card,Credit Card Account,USD,-128735,dormant,2026-02-20T10:56:27.076Z
b20221c5-60f1-465a-b30a-918b213fea3c,c0bd13ac-5409-4788-81b4-93a4479fad8b,Credit Card,Credit Card Account,USD,-368861,active,2026-02-20T10:56:27.076Z
503faacf-4498-4295-be40-8e9850a70b9d,ccd379ce-dfe1-4707-ab15-7dee7e24e6b0,Mortgage,Mortgage Account,USD,-434726,active,2026-02-20T10:56:27.076Z
a230c3f9-092a-4724-9900-6232dd08e69b,ccd379ce-dfe1-4707-ab15-7dee7e24e6b0,Mortgage,Mortgage Account,USD,-157963,dormant,2026-02-20T10:56:27.076Z
3f529b36-2ecd-4348-ac0b-758c8be90d1a,ccd379ce-dfe1-4707-ab15-7dee7e24e6b0,Savings,Savings Account,USD,12400,active,2026-02-20T10:56:27.076Z
aa4f722e-54d7-4e8b-9c88-1e6c154a8c0a,ccd379ce-dfe1-4707-ab15-7dee7e24e6b0,Savings,Savings Account,USD,8103,dormant,2026-02-20T10:56:27.076Z
4af6f312-8848-4151-9360-e4e36224e81a,a20d7927-a7fb-4710-b128-7ed523236c4f,Credit Card,Credit Card Account,USD,-85271,dormant,2026-02-20T10:56:27.076Z
f5cfc168-a706-49db-825c-a6de63d0f051,a20d7927-a7fb-4710-b128-7ed523236c4f,Investment,Investment Account,USD,2238,active,2026-02-20T10:56:27.076Z
6bbfb31a-eb0d-47d6-8a9f-ffd15382c0f8,a20d7927-a7fb-4710-b128-7ed523236c4f,Savings,Savings Account,USD,4416500,active,2026-02-20T10:56:27.076Z
d9e5faf9-949d-4d30-b968-f6fd99d3308d,a20d7927-a7fb-4710-b128-7ed523236c4f,Investment,Investment Account,USD,1018423,dormant,2026-02-20T10:56:27.076Z
10553a78-1d20-45be-924b-4a40beffd6e1,fc27ecf0-b343-4a92-a529-935143a2c058,Credit Card,Credit Card Account,USD,-354274,dormant,2026-02-20T10:56:27.076Z
b4a2de12-3359-4cf4-aca9-1747351ad2d1,fc27ecf0-b343-4a92-a529-935143a2c058,Savings,Savings Account,USD,36467,active,2026-02-20T10:56:27.076Z
4388664f-7cca-4c3b-9c33-7366502008cb,cf69218f-3dee-4a68-90d1-e3cf30fc9575,Investment,Investment Account,USD,6707,dormant,2026-02-20T10:56:27.076Z
b8f043a1-176a-49d4-9277-defb536104f5,cf69218f-3dee-4a68-90d1-e3cf30fc9575,Mortgage,Mortgage Account,USD,-68266,dormant,2026-02-20T10:56:27.076Z
d3c201f8-a834-409d-b8fe-396c4f828bde,cf69218f-3dee-4a68-90d1-e3cf30fc9575,Investment,Investment Account,USD,5535,dormant,2026-02-20T10:56:27.076Z
50b5b82a-3915-4159-af7a-8e84c567fd3a,cf69218f-3dee-4a68-90d1-e3cf30fc9575,Mortgage,Mortgage Account,USD,-18005,dormant,2026-02-20T10:56:27.076Z
c847dc7d-178a-432b-9650-b40ef635e079,026652f6-9bf8-44b9-a117-1ff6b73061f8,Credit Card,Credit Card Account,USD,-143068,active,2026-02-20T10:56:27.076Z
ec76fbdb-657a-4d25-b60a-8c20d5ba3e1b,a8dff452-8277-4599-a3a1-cf86bc74102b,Checking,Checking Account,USD,295289,active,2026-02-20T10:56:27.076Z
b84f4117-0816-42b8-a96c-c1fe3029bbc6,ff6c2bbd-a831-45fc-9f12-66246b168f00,Savings,Savings Account,USD,43161,active,2026-02-20T10:56:27.076Z
34da49f8-8998-4d0f-8aaf-80e54eadf2e9,ff6c2bbd-a831-45fc-9f12-66246b168f00,Mortgage,Mortgage Account,USD,-441180,dormant,2026-02-20T10:56:27.076Z
7bbe9c23-9b17-4a1a-9949-b3e82543039f,dd9a11fe-b091-4832-9247-b0f36fd1ebd5,Mortgage,Mortgage Account,USD,-432875,active,2026-02-20T10:56:27.076Z
dbdb6b82-8486-4fe6-a251-b46b5209a449,dd9a11fe-b091-4832-9247-b0f36fd1ebd5,Credit Card,Credit Card Account,USD,-487345,active,2026-02-20T10:56:27.076Z
0a050128-bf4f-4817-a43d-345aca9bdcf5,af985e02-c386-4d8f-b38b-1ed9501bc861,Investment,Investment Account,USD,23499,dormant,2026-02-20T10:56:27.076Z
7836a710-1edc-4804-bea6-ff9905f15e3c,af985e02-c386-4d8f-b38b-1ed9501bc861,Investment,Investment Account,USD,46381,active,2026-02-20T10:56:27.076Z
9e10fb1d-f3ad-4342-a100-edebb096ecbf,2e8b9915-beae-4f8e-bd2e-c59ac307eabc,Mortgage,Mortgage Account,USD,-308199,active,2026-02-20T10:56:27.076Z
3f9a2fe0-16be-44db-ac8d-b085a700761c,2e8b9915-beae-4f8e-bd2e-c59ac307eabc,Investment,Investment Account,USD,40545,active,2026-02-20T10:56:27.076Z
2e873383-8686-4588-b609-3ce6fd4ba515,2e8b9915-beae-4f8e-bd2e-c59ac307eabc,Credit Card,Credit Card Account,USD,-289642,active,2026-02-20T10:56:27.076Z
554bc39a-b2d4-4b57-bcea-7c8e405681a3,c5d523fb-22b5-40ae-aa5a-137f0c500c65,Checking,Checking Account,USD,48186,active,2026-02-20T10:56:27.076Z
663a413b-9c20-4e03-bb2c-6b25b6293f2c,5a54d5df-2083-43d0-911c-bf39334e6fd1,Savings,Savings Account,USD,13553,active,2026-02-20T10:56:27.076Z
e87f997a-371b-4c23-bd18-35185c50b6f4,5a54d5df-2083-43d0-911c-bf39334e6fd1,Investment,Investment Account,USD,7477,active,2026-02-20T10:56:27.076Z
151564b1-78c7-4227-9fd7-2d33101513bc,5a54d5df-2083-43d0-911c-bf39334e6fd1,Savings,Savings Account,USD,14088,dormant,2026-02-20T10:56:27.076Z
1fbc6c09-430d-475f-80d0-c33c6b54b0e7,5a54d5df-2083-43d0-911c-bf39334e6fd1,Credit Card,Credit Card Account,USD,-333592,dormant,2026-02-20T10:56:27.076Z
4eafe866-9e57-41af-b6cb-9274427a3ed0,d9d2d87e-06ce-43c8-9166-30460c0fa907,Mortgage,Mortgage Account,USD,-362470,dormant,2026-02-20T10:56:27.076Z
07536968-bb03-409b-81ae-12dd25b8ece3,e3e0b3d3-a3a0-4e83-97d3-74d118322e28,Savings,Savings Account,USD,4469696,active,2026-02-20T10:56:27.076Z
e663a44c-1ab3-4a3e-af70-862d41cef2cf,e3e0b3d3-a3a0-4e83-97d3-74d118322e28,Credit Card,Credit Card Account,USD,-83713,dormant,2026-02-20T10:56:27.076Z
882275d4-8905-49fe-9b3f-475873451178,744ea1cb-08a8-4442-8130-fe36108b069c,Checking,Checking Account,USD,24052,active,2026-02-20T10:56:27.076Z
fdecee20-39dd-4584-a08e-ea360ea75dcd,744ea1cb-08a8-4442-8130-fe36108b069c,Savings,Savings Account,USD,40605,dormant,2026-02-20T10:56:27.076Z
8f4668d4-0a39-4149-9ded-477fac93d22f,744ea1cb-08a8-4442-8130-fe36108b069c,Savings,Savings Account,USD,35024,active,2026-02-20T10:56:27.076Z
d1ef06cb-37cf-41a0-8eb6-09f592cd12fb,5038a5f4-6e6a-4802-b16a-79dc0df985c4,Credit Card,Credit Card Account,USD,-324364,dormant,2026-02-20T10:56:27.076Z
a7de8ae4-f082-4fbb-9b6f-d4e7a19b3e0f,5038a5f4-6e6a-4802-b16a-79dc0df985c4,Savings,Savings Account,USD,3834115,active,2026-02-20T10:56:27.076Z
a4fed201-190b-48d0-858e-b2c72b86f310,5038a5f4-6e6a-4802-b16a-79dc0df985c4,Savings,Savings Account,USD,4355803,active,2026-02-20T10:56:27.076Z
785a3c35-c678-485f-8dee-5d9bc73a720f,5038a5f4-6e6a-4802-b16a-79dc0df985c4,Credit Card,Credit Card Account,USD,-190912,dormant,2026-02-20T10:56:27.076Z
f1f0f6a4-0f35-4cbd-b301-71f4c464a2b8,6d32e03c-705a-4978-92de-f7deb96678fb,Mortgage,Mortgage Account,USD,-188613,dormant,2026-02-20T10:56:27.076Z
f4eb8b5f-6d90-484f-a42a-b498cc1405f7,6d32e03c-705a-4978-92de-f7deb96678fb,Checking,Checking Account,USD,2261401,dormant,2026-02-20T10:56:27.076Z
4f4fc825-547f-4a3d-b72e-09d59e66b0a9,6d32e03c-705a-4978-92de-f7deb96678fb,Credit Card,Credit Card Account,USD,-376771,active,2026-02-20T10:56:27.076Z
8d51b598-a29e-4a49-8a3f-ab529001b8b5,4636e742-68c0-458f-be3c-a9993b33d8ca,Mortgage,Mortgage Account,USD,-479527,dormant,2026-02-20T10:56:27.076Z
14fd25e3-d7e2-4b95-bf36-2bfd81a350de,4636e742-68c0-458f-be3c-a9993b33d8ca,Savings,Savings Account,USD,36314,active,2026-02-20T10:56:27.076Z
45f3d4ec-a639-4639-ae65-e000d1e6fac0,4636e742-68c0-458f-be3c-a9993b33d8ca,Checking,Checking Account,USD,2493,active,2026-02-20T10:56:27.076Z
446fffb2-f4e6-4983-a515-706801f7c100,e3bf91de-570f-4df5-a180-e1689dc21527,Savings,Savings Account,USD,3601266,dormant,2026-02-20T10:56:27.076Z
260a69e8-a5bc-4942-8eb3-8ba08ba1610f,e3bf91de-570f-4df5-a180-e1689dc21527,Checking,Checking Account,USD,3766951,active,2026-02-20T10:56:27.076Z
c407d0cf-85ac-42df-885a-ee4c8acc0d2f,e3bf91de-570f-4df5-a180-e1689dc21527,Checking,Checking Account,USD,4494846,dormant,2026-02-20T10:56:27.076Z
5c501fa6-77d2-4f9a-afdd-19ac64b40f45,e3bf91de-570f-4df5-a180-e1689dc21527,Investment,Investment Account,USD,1012165,dormant,2026-02-20T10:56:27.076Z
87318b7f-59dd-4e46-b764-16aaa9625c77,5affabf4-dce9-48db-961f-6a78d18458a9,Credit Card,Credit Card Account,USD,-460520,dormant,2026-02-20T10:56:27.077Z
7ecc65cd-8859-44cb-8a6d-a1a9e0fe0db5,5affabf4-dce9-48db-961f-6a78d18458a9,Investment,Investment Account,USD,1421783,active,2026-02-20T10:56:27.077Z
95f181af-323e-47ea-97a0-a80de6e2c6d8,5affabf4-dce9-48db-961f-6a78d18458a9,Savings,Savings Account,USD,4404615,active,2026-02-20T10:56:27.077Z
847d9aed-3004-49d5-9227-5c4167c5d54a,45b05fb4-08aa-4c5a-92f8-1a0272afb7d2,Savings,Savings Account,USD,1075858,dormant,2026-02-20T10:56:27.077Z
aa9d0966-dae2-4ce9-8bb6-28ddfcc5d258,45b05fb4-08aa-4c5a-92f8-1a0272afb7d2,Credit Card,Credit Card Account,USD,-101495,active,2026-02-20T10:56:27.077Z
d0d6ba4a-4a25-491a-aa46-2f40347b79f1,2261dbcf-bd61-4940-b90d-649ac3f234a6,Investment,Investment Account,USD,29566,dormant,2026-02-20T10:56:27.077Z
d9ef83fc-9e1e-417a-ab8e-298cd15f047d,8a6f15be-5858-48c4-b839-f02918aee430,Checking,Checking Account,USD,37668,dormant,2026-02-20T10:56:27.077Z
7256167a-f239-4ed9-9f22-357b985f3c4f,b62e2aeb-2245-4d65-ba27-58348577841a,Checking,Checking Account,USD,45063,dormant,2026-02-20T10:56:27.077Z
e526be41-9200-4ed2-8225-908073f2ac11,b62e2aeb-2245-4d65-ba27-58348577841a,Investment,Investment Account,USD,39155,active,2026-02-20T10:56:27.077Z
8a7acdf2-c0d0-410b-aa63-69f65d6a0c40,b62e2aeb-2245-4d65-ba27-58348577841a,Mortgage,Mortgage Account,USD,-326212,active,2026-02-20T10:56:27.077Z
3e821265-1f1d-452c-8d06-29a0ce60e149,3ec8f536-97cf-4d4b-bfeb-1e55f4ff639e,Investment,Investment Account,USD,30749,active,2026-02-20T10:56:27.077Z
ce3777eb-797d-4835-b6b2-4299978e99ad,3ec8f536-97cf-4d4b-bfeb-1e55f4ff639e,Savings,Savings Account,USD,7664,dormant,2026-02-20T10:56:27.077Z
e05c5f5c-d83f-4a13-8849-ccd6da85c8d8,3ec8f536-97cf-4d4b-bfeb-1e55f4ff639e,Mortgage,Mortgage Account,USD,-367200,dormant,2026-02-20T10:56:27.077Z
6f1deaae-da1a-49f0-9ce8-d899012ffebb,0a3a33d2-200b-4885-a7dc-b86dd4e8b50e,Credit Card,Credit Card Account,USD,-289740,active,2026-02-20T10:56:27.077Z
6e5c80db-005c-4414-a9fc-7f0dc1e92d32,0a3a33d2-200b-4885-a7dc-b86dd4e8b50e,Checking,Checking Account,USD,13897,dormant,2026-02-20T10:56:27.077Z
3dffcb3d-da8a-47e6-ace3-27444a0972af,0a3a33d2-200b-4885-a7dc-b86dd4e8b50e,Checking,Checking Account,USD,3079,dormant,2026-02-20T10:56:27.077Z
27345dab-cdeb-459d-934d-32c514ecc580,82f82461-61b0-4399-93eb-bcbdbd6fbdf2,Mortgage,Mortgage Account,USD,-251209,active,2026-02-20T10:56:27.077Z
130d443b-77fa-4c97-a323-34518f394ad2,82f82461-61b0-4399-93eb-bcbdbd6fbdf2,Savings,Savings Account,USD,6088,active,2026-02-20T10:56:27.077Z
379e0d18-3d6c-4a1b-b31b-fab45e07d446,82f82461-61b0-4399-93eb-bcbdbd6fbdf2,Investment,Investment Account,USD,43832,dormant,2026-02-20T10:56:27.077Z
238ef79a-2908-4961-a24c-c1ceb740757c,42e140b5-0629-4eb0-a7a2-eafca85b479e,Savings,Savings Account,USD,29367,active,2026-02-20T10:56:27.077Z
3670e81e-625c-4df6-9706-e027f899ea18,42e140b5-0629-4eb0-a7a2-eafca85b479e,Savings,Savings Account,USD,21469,active,2026-02-20T10:56:27.077Z
8f99a93a-1c57-48d6-a737-c146cd7eaa7b,42e140b5-0629-4eb0-a7a2-eafca85b479e,Investment,Investment Account,USD,43140,dormant,2026-02-20T10:56:27.077Z
